mbid	thedomid	thename	location	explanation
5fd665cb810d	UP5H0132	Skata	47-43	-
f299368f44fb	TP4P0155	Skatole	30-12	-
13f4064af480	UP6P1386	Skat_Card	78-21	A card Game
4fc540c56b6c	AP6P1115	Skip_Stop	65-61	a stop
7cd75e9125d2	UP5H0256	Skomakarkobben	72-17	-
0aa34ece576e	TP6P1459	Skwentna_River	67-46	S Alaska; rises in Mt. Gerdine glacier system
b9d6499bdee3	TP6P1401	Slapjack	65-42	A card Game
4a3e558dbb75	TP6P1295	Sleepy_Hollow	56-18	(1999) A historical horror film directed by Tim Burton interpreting the legend of the Headless Horseman and based (very) loosely around the Washington Irving story The Legend of Sleepy Hollow.
26fc676d9182	AP6P1121	Slide_Stop	65-62	a stop
e003d4bb5d53	TP5P0607	Sluag	29-16	-
87a7b9eb12aa	UP5H0202	Slussen	40-15	-
8074af27dcc2	UP5Y0208	Smart_City_Cabrio	49-07	-
8bbbb008b86f	TP5P0817	Sociology	49-08	-
6b05b47548df	UP5H0178	Sockenplan	39-37	-
ef3e4ba9cba4	TP4P0117	Sodium	21-58	-
ec9dc048fc34	TP5P0547	Solar_Nebula	65-28	-
066d38c2620f	UP4H0045	Solentuna	30-33	-
0b1364ffb0c1	TP6P1413	Solitaire	78-30	A card Game
724fa3c3c1cd	TP4H0041	Solna	30-40	-
53d98fecf007	AP6P1116	Solo_Stop	46-63	a stop
68521dbc618b	UP5H0248	Solsidan	56-41	-
dec63a91490e	AP5H0217	Sommargylling	57-50	-
28dccc99bdc9	UP6Y4450	Songshan	65-17	Chinese gods and mythical heroes
8a3dc4b3c68e	UP5P0982	South_Carolina	67-15	-
d97c010a948b	UP5P0956	South_Dakota	65-15	-
b0d8cfe481d8	TP4P0193	Soybean	49-52	-
2c83fbce8855	TP5P0643	Spacephobia	39-46	-
87ae7f55ed9b	TP6P1387	Spades	56-26	A card Game
171dacb4189d	TP5H0131	Sparv	56-02	-
656d3bf6ab53	TP5P0855	Spasmophilia	50-24	-
cb144a9152b5	UP6P1340	Spirograph	72-43	Gets its name from its resemblance to drawings from the Spirograph cyclical drawing tool.
d2269ef1d4b4	UP6P1282	Spoorloos	48-25	1988 film
119f83d8b029	TP5P0737	Springfield	74-18	-
6b2595d39948	TP5Y0125	Springfuhl	67-32	-
df3a39ce9f06	UP6P1252	Spurge	56-15	A Flower
fe92d7ff4480	TP4P0291	Squirrel	21-06	-
d9cdde789571	UP5H0200	Stadion	57-59	-
69a14291939a	UP5H0180	Stadshagen	50-17	-
c6f641f76637	UP5H0128	Stare	78-47	-
190885464156	TP5P0713	Stasibasiphobia	58-16	-
894e0e6d2119	UP6P1272	Statice	58-17	-
8e6dec6f5a50	UP5H0244	Steglits	46-31	-
5c6979e5c8e3	TP5P0685	Stenophobia	39-60	-
ae92b55a541f	TP6P1329	Stingray	73-02	The youngest known planetary nebula.
523be04a283b	UP6P1476	Stony_River	67-23	W Alaska; rises on W slope of Alaska Range
558f44d8743f	TP5H0179	Storamossen	39-38	-
003f0516a97d	TP5H0129	Stork	57-22	-
6a177631b1f9	AP5H0221	Storkrake	57-54	-
c9a4489be95b	UP5H0230	Storlom	47-37	-
d7f8f7bfdf5c	UP5H0240	Storskarv	56-13	-
7ce10459887e	TP4P0131	Stout	40-44	-
02e07c2ba458	TP5Y0139	Strausberg	38-14	-
bb6614295b8c	UP4P0084	Strawberry	30-55	-
7be7d5d7b898	AP5H0205	Struts	57-46	-
b2c4461c8b5f	UP5Y0212	Studebaker_Hawk	50-43	-
5705aa68d315	UP5H0186	Stureby	40-07	-
1d46029ddda4	UP5H0204	Stuvsta	59-03	-
1b4c85b411c2	UP5Y0214	Subaru_WLX	30-37	-
423ed83846c3	UP4P0214	Sulfur	21-53	-
34f67418fb8b	TP5P0521	Sumatra	59-38	-
6e6733a279a7	UP4P0192	Summer_ale	21-03	-
a8482f5b5c02	UP5Y0220	Sunbeam_Tiger	50-13	-
8e78563d2179	TP5P0511	Sundowner	59-30	-
0e348f2ac104	UP6P1258	Sunflower	65-13	-
10bbd6f73d27	TP6Y4425	Surya	74-40	Indian Gods and legendary heroes
b3c0d418f1d6	UP6P1442	Susitna_River	58-31	S Alaska; rises in Susitna Glacier on Mt. Hayes in Alaska Range
364b66bca86f	UP6P1512	Sute_Neko	58-25	Abandoned kitten
b467b12814cb	UP4P0156	Suzuki	21-49	-
0f77df4bea5b	TP6Y4427	Svaha	65-10	Indian Gods and legendary heroes
6d1672f0faa2	UP5H0118	Svala	78-13	-
b74fd5c3cfa3	UP5H0130	Svan	57-57	-
3e49f5fd8fbf	TP5H0207	Svarthakedopping	47-48	-
1cbe412e2d37	TP4H0023	Sven_Gaffelbeard	30-18	-
40429f5180f6	TP4H0021	Sverker	21-12	-
1fd95fe5fa1c	TP4H0037	Sverker_den_Aeldre	30-26	-
866c809f3657	UP5Y0224	Swallow_Doretti	30-17	-
910e941307eb	TP6P1265	Sweet_Pea	56-52	A Flower
979a9d734707	TP5P0679	Symmetrophobia	29-42	-
acf3852b67e7	UP4P0254	Syrah	21-29	-
a2aed1ac2000	AP6P1111	Tab_Stop	72-61	a stop
83bdcc31990c	TP6P1813	TACV_Air	74-30	Cape Verde national airline
e98b99120fe0	TP5P0705	Taeniophobia	39-48	-
69a38b5dc5f8	AP4P0065	Tako	29-63	-
d99fda201f20	TP5H0209	Talgoxe	46-52	-
b69a89ee9dbb	TP6Y4391	Tali	47-38	African Gods and Legendary Heroes
9e2f2d9c60f4	TP5P0883	Tallahassee	66-46	-
68f5ea31b594	UP5H0234	Tallbit	47-39	-
8b0662f37c34	TP5H0181	Talludden	50-46	-
9c47976a9376	TP5P0561	Tamawo	39-02	-
baecf859dd52	TP6P1469	Tanana_River	58-38	river flows to the north of the Wrangell Montains and the Alaska Range
ecdfa3cd6af4	AP5P0422	Tangie	74-63	-
a64982458184	TP6P1271	Tansy	46-40	A Flower
0bb444a67aa1	TP5P0841	Taphophilia	38-42	-
4f13499b8621	TP4P0293	Tapir	74-58	-
144b7b85d859	UP6P1322	Tarantula	73-13	The closest supernova since the invention of the telescope, Supernova 1987A, occurred in the outskirts of the Tarantula Nebula.
f2d6f61aa895	TP5P0667	Taurophobia	46-24	-
9a1b31d3ebe5	TP4P0299	Tayra	46-16	-
8674477374d5	UP6P1232	Tea_Olive	46-03	Hole  1 Par 4   455 yards
5e1bc5f0cd50	TP6Y4349	Tecciztecatl	57-30	NULL
88776d7e42bf	TP5P0753	Technology	49-42	-
6e5557701717	TP5P0825	Technophilia	67-42	-
0c1c89219bb6	AP4P0064	Tekka	66-56	-
b352db1a3e9a	TP5P0723	Telephonophobia	29-34	-
0491472ce359	TP5P0615	Tengu	56-58	-
b5e30e459da4	TP5H0157	Tensta	29-26	-
f1f54d2818c8	TP6Y4363	Tepeyollotli	56-48	NULL
a9dea0b5edfa	TP6Y4361	Tepoztecatl	47-46	NULL
51c658ff1374	TP5P0755	Teratology	66-04	-
426393f54b3c	TP5P0637	Tetanophobia	29-30	-
d337025ec466	TP4P0203	Tetrahydrofuran	21-46	-
173206b4f36c	TP5P0719	Thalassophobia	29-06	-
90302720fdf2	TP5P0749	Theology	67-18	-
5ac4bf7006fd	TP5P0805	Theriology	74-28	-
6b209b58166b	AP5P0441	Thermophilia	48-64	-
a3ae4b646a70	TP5P0583	Thermophobia	66-42	-
8e23c7c0cdc1	TP5P0983	TheShock	72-50	The Shock is a 1923 film directed by Lambert Hillyer and starring Lon Chaney as a cripple named Wilse Dilling. The film was based on a story by William Dudley Pelley.
0112905d3d18	UP6P1278	The_Exorcist	78-49	1973 film.
f9d5b7736714	UP6P1288	The_Fisherman	48-19	A serial killer in I Know What You Did Last Summer and its sequal.
ed5bb745a0f8	UP6P1302	The_Grudge	48-47	The Grudge is the curse of one who dies in the grip of a powerful rage. Those who encounter this murderous supernatural curse die and a new one is born, passed from victim to victim in an endless, growing chain of horror (2004 us remake of a 2003 japanese film)
a908a67793b0	UP6P1276	The_Others	56-45	2001 film
cdbad8268730	UP6P1294	The_Thing	48-33	The story takes place in Antarctica.The story takes place in Antarctica.
a1e4d1c6eeb7	UP6P1414	Thirty_One	65-47	A card Game
c9da531b2a3b	TP5H0185	Thorildsplan	57-18	-
148e4e380ee8	TP6P1395	Three_Card_Brag	78-48	A card Game
9f6bbd834141	TP5P0821	Threpterophilia	39-18	-
93a6a8f49425	AP5H0173	Tibble	55-64	-
149fae900a00	AP6P1114	Tigra_Top	71-63	car with removable roof sections and a rollbar behind the seats
711a7ddeb37b	AP5H0237	Tippen	57-58	-
d2c6b1cc481d	AP6P1149	Tippy_Top	64-63	very highest point
8c7b03a07541	AP6P1120	Tip_Top	72-62	very well or excellent
4c59eb30ab3d	UP6Y4360	Tlaloc	65-01	NULL
4ccf8b41d53b	UP6Y4340	Tlaltecutli	78-09	NULL
965883cfbedb	TP5P0879	Tobaccophilia	39-26	-
2c5bf45ca479	AP4P0068	Tofe	39-64	-
0af1d2727f85	TP6Y4293	Tohil	66-16	NULL
d0d1f175d948	TP5P0635	Tomophobia	66-48	-
83a3988d5050	UP6Y4330	Tonatiuh	72-29	NULL
488e1c575627	TP5P1015	Topeka	40-06	-
66504b293808	TP4P0303	Topi	21-04	-
076f792e7a20	TP5P0771	Topology	49-14	-
8e7008deff55	TP6P1417	Top_Trumps	47-18	A card Game
53764a27a084	TP5P0543	Tornado	40-02	-
80134b136c39	TP5H0187	Torsvik	40-24	-
d54044599535	UP4P0140	Tortellini	40-57	-
0c7664af11f5	UP5H0212	Tottby	57-51	-
e58f9a082602	TP6P1259	Touchmenot	56-14	A Flower
882f452eba8f	TP5P0767	Toxicology	40-04	-
44c16f980468	UP5Y0226	Toyota_Celica	67-01	-
417caa4c4351	UP5Y0122	Trabant	40-59	-
b5f7530e95da	TP5P0539	Trade_Wind	29-46	-
2d19f6709412	AP6P1102	Train_Stop	77-63	Also known as Bahnhof
dd326db4fdad	AP6P1118	Tram_Stop	73-63	a stop
a979e9acaf2e	TP5H0119	Trana	46-06	-
32bb0201e5a7	UP4P0166	Trappist	21-07	-
3ec9d05fddda	TP5P0621	Trasgu	67-44	-
d6ab8075e2fb	TP5H0125	Trast	72-52	-
557dbb53c5de	TP5P0815	Traumatophilia	38-44	-
820de71db4de	TP5H0247	Trekanten	59-04	-
3f48845900d0	TP5P0707	Trichopathophobia	39-04	-
9bc7b6bc3d55	TP5P0743	Trichophilia	65-56	-
f82b25bb2fff	TP6P1347	Trifid	73-50	Located in Sagittarius. The nebulas name means divided into three lobes.
8ce4556a93d3	TP6Y4275	Trimurti	66-36	Indian Gods and legendary heroes
fac5284c8165	TP4P0167	Tripel	30-28	-
558798a250a5	TP5P0727	Tropophilia	39-54	-
361012673fd2	UP5P1060	Trypanosomiasis	78-17	-
d4b05c67ce19	AP4P0069	Tsubugai	39-63	-
b91a2f8040a7	AP6P1144	Tube_Top	73-61	womens shoulderless shirt relying on elasticity to stay in place
85bef60e26d2	UP6P1268	Tulip	46-27	A Flower
98a02fd6dbbb	TP5H0183	Tullinge	40-16	-
7eb4dfe7d988	TP5P0699	Turophilia	59-28	-
f2f9eaa70e48	TP6Y4453	Tu_Ti	78-10	Chinese gods and mythical heroes
9fd9ceeb21d8	UP6P1320	Twin_Jet	72-09	The bipolar planetary nebula has a particular form of twin lobes of material that emanates from a central star, giving it its name.
21f095a7fa5e	TP5P0503	Typhoonish	74-06	-
52e182d94695	TP5P0965	Typhus	65-14	-
828f81952f68	UP6Y4338	Tzinteotl	66-05	NULL
93728135e247	TP5H0199	T_Centralen	59-52	-
811227c3746c	TP4P0307	Uakari	38-06	-
257776196e72	TP5H0195	Uggla	57-10	-
3150e8f8e6b4	TP5P0565	Ukoyish	67-38	-
3321e5d5abbe	TP5H0249	Ulriksdal	47-52	-
0b5dc6a92170	AP4P0075	Unagi	39-62	-
c80b79e1a8b7	AP4P0061	Uni	21-62	-
770a69b0b93e	TP5P0557	Unicorn	39-42	-
88119554cfb5	TP5H0169	Universitet	50-58	-
703a2326e0f5	TP6P1375	UNO_Card	65-54	A card Game
aaaabc1deec3	TP5Y0133	Unterden_Linden	50-42	-
10b1aadbe2c0	TP5P0571	Urisk	72-44	-
64b2d010efce	TP5P0803	Urology	59-58	-
548e79c3c0a7	TP5P0711	Urophobia	40-46	-
ca76eeb18aea	UP5P0960	Utah	66-11	-
7f5ce8a749f0	UP6P1430	Utukok_River	67-05	NW Alaska; rises in Brooks Range
8c5f5619b357	UP5H0194	Vaktel	57-37	-
f85c7530c973	UP4P0158	Vanadium	21-55	-
20dca7d5a9e5	TP4P0309	Vaquita	46-12	-
942ef6623ac6	TP5P0531	Vardar	50-32	-
04affe9a859c	TP6P1815	Varig_TAM	74-04	Brazil national airline
99e187ec7df8	UP5H0242	Vattenrall	78-29	-
f63134b7d37a	TP4H0052	Vaxholm	38-36	-
56660d4e1342	UP6P1324	Veil	72-27	Notorious for being difficult to see.
858a79abc807	TP4Y0027	Veltins	21-18	-
08b13a790a37	TP4P0107	Vermicelli	49-56	-
c1feb3fc3cd2	TP5P0703	Vestiphobia	39-32	-
3a3067612ace	TP5P0731	Victimology	50-28	-
a5bc3d83770a	TP5P0751	Virology	66-02	-
e9558175b972	UP6Y4412	Vischnu	73-17	Indian Gods and legendary heroes
9bc72c6ea776	TP5H0163	Visinge	39-06	-
f49ee981a008	TP5P0577	Vitore	29-20	-
3ed4966de32e	AP5P0404	Vodnik	67-62	-
257a4e348fb4	TP5P0763	Volcanology	59-16	-
93c6fcb0fe68	UP5Y0216	Volkswagen_Beetle	50-37	-
43ae19fb99c5	UP5Y0218	Volvo_S40	50-31	-
359e998f5f4f	TP4P0311	Wallaby	74-36	-
031811262140	TP4P0313	Walrusish	47-60	-
895c42df4492	TP5Y0113	Wannsee	46-22	-
6432e28f770f	TP5Y0087	Warschauer	38-08	-
e2e44c2f3563	TP5Y0159	Wartenberg	40-14	-
a095b31f89cf	TP4P0315	Warthog	50-38	-
6752a9ff047d	UP5P0952	Washington	46-53	-
3cd258df0827	AP5P0458	Washington_DC	57-61	-
d8010bc749c2	TP4P0085	Watermelon	40-56	-
320455e571e3	TP5P0513	Waterspout	29-44	-
5b2cc2c12263	TP6P1269	Waxflower	65-36	A Flower
db08b4cb3e25	TP4P0317	Weasel	74-08	-
cfb24ed5b739	TP4Y0039	Weldebreu	66-40	-
499ccc773077	TP5P0627	Werewolf	66-06	-
46f402ad2d21	TP5Y0151	Westkreuz	72-48	-
caefbb444060	TP5P0975	West_Nile_Virusish	46-48	-
a966a879a5d2	TP4P0319	Whale	66-18	-
8bf5630b3c4d	TP6P1385	Whist	65-46	A card Game
ae7f8ac920bc	TP6P1499	White_River	67-56	Alaska and SW Yukon; rises in Alaska in St. Elias Mts. at foot of Mt. SulzerRiver
7260d301180b	UP5P0510	White_Squall	40-41	-
39f663d7f943	UP5P0700	Whooping_Coughish	56-05	-
d51568afe402	TP5P0653	Wiccaphobia	67-26	-
85d69873ad04	UP4Y0014	Wickueler	21-13	-
9edc6493b06f	TP5P0529	Williwaw	65-34	-
53bcba09c8eb	TP5P0519	Willy_Willy	38-22	-
94b8c431cd42	TP5Y0149	Wilmersdorfer	49-28	Berlin S-Bahn Stations
92dc1ed61ca4	TP6P1263	Windflower	65-44	A Flower
94034ed50ac9	TP6P1351	Witch_Head	73-06	Named after its shape, the nature of the dust particles, reflecting blue light better than red.
e53c98680186	UP4Y0026	Wittinger	21-17	-
83b10e4db480	TP4P0323	Wolverine	74-12	-
525d954116a7	TP4P0325	Wombat	21-22	-
236be57e9c5a	TP5Y0165	Wuhletal	67-34	-
4d5e6c4d16a6	UP6P1406	Wyatt_Earp	65-53	A card Game
4879824da9fa	TP5P0555	Wyvern	46-04	-
46ac6c5d0d98	AP5P0411	Xanas	50-62	-
909451edbb61	TP5P0761	Xenobiology	59-02	-
3e1e4659ea06	TP5P0739	Xenophilia	40-26	-
3f5c13e43f0b	TP6Y4341	Xilonen	78-18	NULL
e8a1379c581f	TP6Y4337	Xochipilli	47-04	NULL
8abe5029dc52	UP6Y4336	Xochiquetzal	78-03	NULL
b155e6b3583e	UP6Y4332	Xolotl	78-41	NULL
44156dd55305	TP5P0757	Xylology	38-38	-
7119578dde4a	AP5P0426	Xylophobia	46-62	-
4c1bb36bbb1d	TP5P0563	Yali	66-52	-
fd67642aa63b	UP6P1516	Yama_Neko	48-21	Mountain cat, lynx
7c113f8e4709	UP6P1262	Yarrow	57-33	A Flower
36e99ae3a681	TP6P1221	Yellow_Jasmine	58-46	Hole  8 Par 5   570 yards
3513aaef1b5b	TP5P0613	Yeti	29-24	-
92951eeeef40	UP5Y0222	Yugo_GT	50-21	-
3b2adafd8ed9	UP6Y4282	Yum_Xac	47-21	NULL
7b25f215b425	TP5P0601	Yurei	29-18	-
331f61511a11	TP4P0329	Zebra	66-22	-
56c3aab8b518	TP4P0331	Zebu	50-40	-
a7276f7648d0	AP5P0420	Zelophobia	48-61	-
a59c9e8c40b6	TP5P0633	Zemmiphobia	29-28	-
6e9ddf9a2cd6	TP5P0505	Zephyros	50-26	-
5eef7f4656bb	TP5H0233	Zinkensdamn	59-40	-
86355672dcee	AP4P0076	Ziti	21-61	-
c752d559fa24	TP5Y0101	Zoologischer_Garten	39-20	-
f5becfde57cc	TP5P0773	Zoology	46-54	-
5be2301843ac	TP5P0589	Zoophobia	38-28	-
3402e6adc65d	TP5P0759	Zymologyish	49-46	Ologies
1c67337a4b44	AP6P1153	ZZ_Top	56-64	blues rock band known for their long beards and dark sunglasses
